Gene,Screen 1 P value,Screen 2 P value,Fisher P value,Screen 1 log2 Fold Enrichment,Screen 2 log2 Fold Enrichment,Combined log2 Fold Enrichment,Fold Enrichment,Screen 1 'Good' sgRNAs,Screen 2 'Good' sgRNAs
DDX6,1.0014e-5,2.7474e-5,6.331662494847708e-9,1.8187,2.4282,2.12345,4.357346976646751,4,3
RPL27,0.0022501,0.001339,4.131451042720703e-5,1.2947,1.9455,1.6200999999999999,3.0739634260999145,3,2
TRA2B,2.5677e-7,0.0018367,1.059936123001947e-8,1.7167,1.2982,1.50745,2.8430707479863493,4,3
RPL31,0.11584,1.2196e-4,1.7189863253635354e-4,0.61122,2.2839,1.44756,2.727463708034441,3,3
RPS13,0.018016,1.1478e-4,2.9134287599376015e-5,1.0264,1.6996,1.363,2.5721949668612067,4,3
KRT18,0.015746,1.8462e-4,3.996690472523216e-5,0.96125,1.6854,1.323325,2.502421824390485,3,4
COPA,0.0050678,0.0036392,2.1948406907318417e-4,1.0618,1.3749,1.21835,2.326804500921459,4,3
MRPS2,0.004902,5.4563e-4,3.699529770428062e-5,0.90696,1.4965,1.20173,2.3001532733330428,3,3
MRPL43,0.017048,4.2701e-4,9.340121850922529e-5,0.79374,1.6018,1.19777,2.293848325165777,4,4
SMC4,0.0019938,8.1164e-4,2.3196233990382852e-5,0.91281,1.4197,1.166255,2.244283608813925,4,3
CSNK2A1,2.5677e-7,0.021145,1.0875871656999187e-7,1.3419,0.98495,1.1634250000000002,2.239885522519597,4,3
HSPE1,7.9059e-4,0.0014073,1.636498613323985e-5,1.0728,1.2083,1.14055,2.2046505525879447,3,2
CSNK1A1,8.9099e-5,0.031039,3.815972987223424e-5,1.3435,0.89975,1.1216249999999999,2.175919222725771,4,3
COA5,0.024588,0.0010525,2.992136623560515e-4,0.79493,1.3962,1.0955650000000001,2.1369675489037263,4,3
RPL27A,1.1041e-5,0.10381,1.682467456211813e-5,1.4303,0.75683,1.093565,2.1340071353172285,4,2
GFM1,3.8798e-4,0.00401,2.236232079173115e-5,1.108,1.0772,1.0926,2.132580202905601,3,3
GOLGA6L1,0.00111,0.0096696,1.3354492710277387e-4,1.1126,1.0025,1.05755,2.081393873573688,2,2
TIAL1,0.038002,0.0015219,6.221864756632727e-4,0.62815,1.4682,1.048175,2.067912296609201,4,3
MPHOSPH10,0.002572,0.033976,9.040260456135744e-4,1.2156,0.87904,1.04732,2.0666871304075984,4,3
OR4F21,0.18279,2.5189e-4,5.058251280885813e-4,0.50615,1.5754,1.040775,2.0573325330605967,2,3
NUDT21,0.0017447,0.011717,2.4118007673426845e-4,1.2467,0.81004,1.02837,2.0397184141970146,3,3
C10orf2,0.0097975,9.0665e-4,1.1220334666705998e-4,1.064,0.92599,0.9949950000000001,1.9930736181769706,3,4
TUFM,0.013343,0.0053683,7.55259096366789e-4,0.76513,1.2162,0.9906649999999999,1.9871007197273223,4,3
COA6,0.0097308,0.0034291,3.77321275477209e-4,0.57058,1.4005,0.9855400000000001,1.9800543074375159,4,3
PRMT5,0.037067,0.020894,0.00632231202616915,0.89775,1.0629,0.980325,1.972909801911688,3,3
RPL14,0.016805,0.024766,0.003655986870149494,0.85812,1.0951,0.97661,1.9678360121658214,2,2
ACLY,0.0051752,6.0982e-4,4.3129789373367195e-5,1.0581,0.88913,0.973615,1.9637550696494208,4,4
MYC,0.069388,1.0194e-4,9.095819889333387e-5,0.25898,1.6851,0.97204,1.9616123946671682,2,2
HSD17B10,1.0091e-4,0.014164,2.066514017431851e-5,1.0773,0.862,0.9696499999999999,1.9583654351209592,3,3
POLR2J3,0.072567,0.0021905,0.0015493431656314546,0.54094,1.3811,0.96102,1.946685734923991,3,3
ETF1,0.007406,0.014422,0.0010835235575950594,0.86367,1.0578,0.9607350000000001,1.9463012110833464,3,3
C15orf57,0.0045528,0.0048111,2.569082829695189e-4,0.83119,1.0846,0.9578949999999999,1.942473611827234,3,2
PSMD6,0.050187,0.0058299,0.0026732791163157775,0.89257,1.0223,0.957435,1.9418543573070401,3,2
DHODH,0.0043448,0.086767,0.003348874857678201,1.159,0.75359,0.956295,1.9403205337961307,3,2
NONO,2.6421e-4,0.0028396,1.1330930326954556e-5,0.75263,1.1589,0.955765,1.9396078530272889,4,3
PHB,0.077284,0.0021884,0.0016379827654200636,0.64405,1.2666,0.955325,1.9390163923906378,3,3
SPDYE6,0.0085583,0.0065704,6.06514393472341e-4,0.81997,1.0679,0.943935,1.9237682328327466,4,2
MRPL49,0.064852,0.0021494,0.0013769527959389836,0.6442,1.2382,0.9412,1.9201246894310353,3,2
SKP2,0.0032956,0.031389,0.0010527103890097488,1.1856,0.6913,0.93845,1.9164681207403667,3,3
RPL36,0.022877,0.0070131,0.0015622875649496924,0.779,1.0959,0.9374500000000001,1.9151401865459314,2,3
FDXR,0.0027333,0.0015486,5.660359579685258e-5,0.85999,1.0126,0.936295,1.9136075676297561,4,4
RPUSD3,0.028296,0.01101,0.0028269002098848224,0.65873,1.2012,0.929965,1.9052297743645794,3,3
EP400,0.089357,1.1555e-5,1.5264269687384968e-5,0.3006,1.5512,0.9259,1.8998690722965879,2,4
ACTB,9.3746e-4,0.011905,1.3842468882219349e-4,0.90767,0.93629,0.92198,1.894713874704866,4,3
PET117,0.45027,9.1384e-4,0.0036192342376815062,0.24375,1.5925,0.918125,1.8896578012738594,2,3
ABCB6,0.027962,0.0053806,0.001474713380858144,0.67593,1.1346,0.905265,1.8728884829288985,3,3
USP17L24,0.064791,0.015653,0.008005562534145586,0.67633,1.1224,0.899365,1.8652448177361356,3,3
GTF2F2,0.0015563,0.096687,0.001474903859565221,1.435,0.35911,0.897055,1.862260633446113,4,2
SNRNP35,0.013881,0.0085881,0.0011962403107383926,0.75397,1.0343,0.894135,1.8584952488154933,3,3
CLVS2,0.15927,0.0010001,0.0015522110445439167,0.26898,1.5192,0.89409,1.858437280236184,2,3
ACTR2,0.007238,0.011068,8.357180570124363e-4,0.9409,0.84643,0.8936649999999999,1.8578898883791126,3,2
LIPT2,0.0019548,0.018664,4.09304699828193e-4,0.81984,0.94,0.87992,1.8402732520030836,3,2
SYNCRIP,0.015302,0.0056872,9.006541449616771e-4,0.69725,1.0584,0.8778250000000001,1.837602850822294,4,3
USP38,0.075852,0.0041337,0.002843126101617847,0.57836,1.1707,0.87453,1.8334107020812298,3,3
TSR1,4.0903e-4,0.060497,2.872133539773625e-4,1.1452,0.59931,0.872255,1.8305218570348163,4,2
YBEY,0.0089327,0.0028961,2.9911989561782207e-4,0.55168,1.1831,0.86739,1.8243594387307758,2,3
TERF1,0.025712,4.2187e-4,1.348471922403378e-4,-0.0088407,1.7431,0.8671296500000001,1.8240302429464534,2,3
CLK3,5.8877e-4,0.0014587,1.2854828260355757e-5,0.84972,0.88365,0.866685,1.8234681490523188,4,4
DDX28,1.9694e-4,0.0038205,1.1361369006136447e-5,0.88229,0.85103,0.86666,1.8234365510309367,4,3
GSS,0.16114,6.8377e-4,0.0011143184654654836,0.38098,1.3508,0.86589,1.8224636000710523,3,3
IGLC7,0.034183,0.0051289,0.0016916550226214104,0.62531,1.0903,0.857805,1.812278905656757,3,3
SCAP,0.12628,0.0047258,0.005027207689683531,0.49031,1.2221,0.856205,1.810270138137732,3,3
STRIP1,0.053848,9.9498e-4,5.804808670861563e-4,0.4171,1.294,0.85555,1.809448441395984,2,2
B3GNT9,0.032478,0.0029264,9.75259173343441e-4,0.4826,1.2176,0.8501,1.8026258693952728,4,3
SENP7,0.025723,0.0011619,3.41258133305385e-4,0.69949,0.99676,0.848125,1.8001598247936381,4,4
MCOLN1,0.028279,0.017847,0.004336117868623166,0.84957,0.84521,0.8473900000000001,1.79924294322744,3,2
HDAC3,0.3783,9.2668e-4,0.0031396321047888706,0.04652,1.647,0.84676,1.7984574164437688,2,3
RPL21,0.1168,0.015105,0.012949735996419997,0.8303,0.85578,0.84304,1.7938260540534279,3,3
MRRF,0.014962,0.01616,0.0022552479778670752,0.73596,0.94842,0.84219,1.7927694876842766,3,2
IL21R,0.038517,1.9489e-4,9.6082179577182e-5,0.57691,1.1055,0.841205,1.7915458921176823,4,4
MTIF2,0.016975,0.015181,0.002387238345375513,0.72879,0.95356,0.841175,1.7915086383555,3,2
RPL26,0.047728,0.0032854,0.0015305013923859335,0.7561,0.90208,0.82909,1.7765644160834293,3,2
THOC5,0.042277,0.014604,0.005180080299385673,0.79154,0.86008,0.8258099999999999,1.7725299444320126,3,3
LY75,0.029722,0.01131,0.00302470847219738,0.74443,0.90596,0.825195,1.771774501618551,3,3
COX11,0.032098,0.014976,0.004153373745524866,0.57104,1.0747,0.82287,1.7689214675007308,4,3
RPL10A,0.015121,0.022563,0.0030648152474523696,0.78565,0.8593,0.822475,1.7684372152397354,4,3
MDH2,0.025183,0.03605,0.007266803075910198,0.76972,0.8736,0.8216600000000001,1.767438480741483,4,3
MTF2,1.574e-4,0.17272,3.129885554282469e-4,1.1229,0.51775,0.820325,1.7658037353905005,4,2
LSM11,0.2316,4.3522e-4,0.0010283710691180062,0.16106,1.4771,0.81908,1.7642805601695906,2,3
GTPBP8,0.0043818,0.028641,0.0012528844210687646,0.87026,0.76009,0.815175,1.7595115689853402,3,3
PSMG1,0.12851,0.0089574,0.008940741316879736,0.37395,1.2548,0.814375,1.7585361590648247,3,3
CDH19,0.33832,0.0035385,0.009251318107292909,0.30684,1.3219,0.81437,1.7585300644534834,2,3
MRPS16,0.010656,0.022132,0.002205648102720719,0.74502,0.88207,0.813545,1.7575247427968888,3,3
PPM1D,0.28274,0.0013981,0.0034928082167469065,0.25849,1.3605,0.8094950000000001,1.7525978570758378,2,3
SAE1,0.085876,0.0061386,0.004506155106121599,0.56868,1.0478,0.8082400000000001,1.751073935630924,3,3
LIMK1,0.031197,0.062878,0.014190235181667364,0.76026,0.85197,0.806115,1.7484966112980072,3,2
ASH2L,0.056361,0.0026285,0.001454385745174501,0.53399,1.076,0.804995,1.747139736697983,3,2
DUX4,0.0026167,0.033904,9.164480850608104e-4,0.53353,1.0739,0.803715,1.7455903121686915,2,2
RFC4,0.006479,0.094824,0.005157543603388519,0.83141,0.77465,0.8030299999999999,1.7447616924637317,4,2
PSMD11,0.013774,0.02431,0.0030142295807197746,0.74213,0.84846,0.795295,1.7354321964567012,4,3
UNC13A,0.21824,2.9015e-5,8.212816760479344e-5,0.31538,1.2729,0.79414,1.7340433914852875,2,4
RCOR3,0.28162,0.0011105,0.0028365870886325173,0.20521,1.3818,0.7935049999999999,1.7332803229015994,2,3
VARS,0.0015265,0.052974,8.428322369185532e-4,1.1948,0.38528,0.7900400000000001,1.7291224034038775,3,2
STARD3NL,0.038836,0.0089024,0.003101175824587062,0.51424,1.0654,0.78982,1.7288587455171698,2,3
TUBGCP2,0.27122,2.8476e-4,8.085241313063286e-4,0.16176,1.3982,0.77998,1.717107068552043,2,4
TRIM28,0.14783,1.3275e-4,2.3232846005152768e-4,0.10206,1.4536,0.77783,1.7145500273265804,2,2
RPL5,0.52709,0.0010931,0.00487382505858744,0.10265,1.4465,0.7745749999999999,1.710686030320222,2,2
MRPS5,0.0014356,0.2097,0.0027419959575474954,1.0351,0.51296,0.77403,1.7100399146945964,4,2
CD68,0.31727,0.0018603,0.004978495204470207,0.26049,1.2825,0.771495,1.707037793831603,2,3
ATP6V0C,0.024783,0.020288,0.004321706973331461,0.56474,0.96939,0.767065,1.7018041313336565,4,2
RTEL1,0.015388,0.0021556,3.752847372716937e-4,0.7557,0.77135,0.763525,1.697633463691703,3,4
ZNHIT1,0.013666,0.19743,0.018657793353915424,0.84737,0.67746,0.762415,1.6963278181012718,3,2
MPV17L2,0.009397,0.012574,0.0011867173336122675,0.63818,0.88594,0.76206,1.6959104587328435,2,3
FTSJ2,0.0019486,0.031348,6.538048864739827e-4,0.91175,0.60931,0.7605299999999999,1.6941128732886344,4,2
SENP1,0.0020806,0.089953,0.0017936240826384898,0.86161,0.65654,0.7590749999999999,1.6924051723542344,3,2
MTFMT,0.0081208,0.031394,0.002364472894352217,0.78435,0.73228,0.7583150000000001,1.6915138618784746,3,3
RABIF,0.0012358,0.040491,5.45558398053129e-4,0.5984,0.91541,0.7569049999999999,1.6898614895021886,2,2
TMEM39A,0.0018916,0.045361,8.892331527095609e-4,0.89102,0.61968,0.75535,1.6880410639052474,3,2
UXT,0.026983,0.025735,0.005744452466612549,0.71186,0.79862,0.75524,1.6879123621123677,3,3
PPP4C,0.05427,0.033575,0.0133155758874884,0.69894,0.81012,0.7545299999999999,1.6870818865786297,3,2
ZNF774,0.16377,0.0058869,0.007659098030528658,0.44299,1.0657,0.754345,1.6868655621789908,3,3
NDUFC1,0.10917,5.8286e-5,8.249735095643853e-5,0.31373,1.1942,0.753965,1.6864213071678447,2,4
DIS3,0.022709,0.049893,0.008818146761231204,0.95756,0.54916,0.75336,1.6857142478368503,3,2
MRPL41,0.024921,0.013357,0.0029984109578360574,0.40847,1.0971,0.752785,1.6850425240618137,2,3
MRPL36,0.016732,0.079715,0.010163129832503968,0.72984,0.77365,0.751745,1.6838282600058605,3,2
SP110,0.0090231,0.031911,0.002635413826912397,0.77529,0.72673,0.75101,1.682970629993803,3,3
AP2M1,0.080046,0.0165,0.010076795121544671,0.62291,0.87825,0.75058,1.6824690898110937,3,3
KIF18A,0.089554,0.01537,0.010444810278268112,0.46699,1.031,0.748995,1.6806216798655755,3,2
MRPL53,0.02403,0.0026136,6.70471404312702e-4,0.64525,0.85182,0.748535,1.6800859029234043,4,4
OR5A1,0.17485,0.0053862,0.007503836684617643,0.30488,1.1913,0.74809,1.679567759509323,3,2
NDUFS8,0.13151,0.015375,0.014565607642170138,0.39277,1.099,0.745885,1.6770026864402425,3,3
SGSM3,0.020477,0.034097,0.005772053888202552,0.69848,0.78839,0.7434350000000001,1.674157199516557,3,3
ALAS1,0.043438,0.031067,0.010266947498942126,0.75369,0.73085,0.74227,1.6728058357100548,3,3
LSM4,0.25229,0.016372,0.02680424374648355,0.24562,1.2388,0.7422099999999999,1.6727362671177841,2,2
MRPS10,0.15406,0.045183,0.04153876348882427,0.55001,0.93286,0.7414350000000001,1.6718379327958603,3,2
SUSD1,0.19851,0.0064431,0.009799416345891925,0.21899,1.2631,0.741045,1.671386050274432,2,3
RHOU,0.001034,0.17521,0.0017421196188263524,0.99272,0.48896,0.74084,1.6711485712588257,4,2
NOP58,0.054625,0.039247,0.015318240889091485,0.66429,0.81619,0.74024,1.6704537046100199,3,3
MTG1,2.3802e-4,0.095506,2.657801790833003e-4,1.2558,0.21911,0.737455,1.6672321463648998,3,2
CTC1,0.059651,0.073438,0.028170025369570084,0.69461,0.77601,0.7353099999999999,1.664755146297805,2,2
SLMO2,0.38806,0.010307,0.026084377273041637,0.25554,1.2073,0.73142,1.660272442359361,2,3
MRPS11,0.029533,0.010259,0.0027576689017201027,0.79313,0.66869,0.73091,1.6596856313729837,3,2
RER1,0.0048547,0.071841,0.003125334264824895,0.73318,0.72863,0.730905,1.6596798793508714,4,2
SON,0.004848,0.041137,0.00189860156475237,1.0111,0.45034,0.73072,1.659467068546399,3,2
WASH1,0.093971,0.008696,0.006626986556966215,0.70182,0.75539,0.728605,1.6570360617620352,3,2
METAP1,0.027145,0.064871,0.012928552689439756,0.70839,0.7462,0.727295,1.6555321181375964,3,2
C3orf33,0.054021,0.010119,0.0046528354044653485,0.51087,0.94166,0.726265,1.654350586717383,2,2
CTBP1,0.0073218,0.11415,0.006759098755327962,1.0052,0.44563,0.725415,1.6533761716180142,3,2
DGKG,0.0089902,0.05595,0.004323257790508481,0.92085,0.52995,0.7254,1.653358981211904,4,2
CTDSPL2,0.14706,0.027985,0.026721778429766915,0.47352,0.9771,0.72531,1.653255842528535,2,2
TSLP,0.047754,0.12475,0.036477428450964154,0.7043,0.74586,0.72508,1.652992295122986,3,2
UROS,0.0041953,0.03447,0.0014231925936954099,0.72154,0.7285,0.72502,1.6529235505355684,4,3
USP17L30,0.1774,0.013917,0.01729198727469171,0.53059,0.91666,0.723625,1.6513260445847573,3,3
SRSF3,0.0142,0.065631,0.007435383924411733,0.84403,0.60009,0.7220599999999999,1.6495356980547389,3,2
CTSD,9.2719e-4,0.10095,9.618769719678537e-4,0.93027,0.51215,0.72121,1.6485641189323705,4,2
TAMM41,2.1389e-4,0.12836,3.1581299273643305e-4,1.0379,0.40022,0.71906,1.6461091488887822,3,2
MRPL17,0.0012261,0.0253,3.530382736628134e-4,0.74347,0.69042,0.7169449999999999,1.6436977105513784,4,2
LRRC38,0.50488,0.0019157,0.007680627399688852,0.13604,1.2971,0.7165699999999999,1.6432705194110606,2,3
TM2D3,0.2559,0.0082328,0.015089971040804917,0.27359,1.1579,0.715745,1.6423310896713021,2,3
RPL39,0.013772,0.14148,0.01410826139956524,0.7372,0.68949,0.713345,1.639601255718455,3,2
RRS1,0.11682,0.0057216,0.005554801271052774,0.20335,1.2216,0.712475,1.6386128118437913,2,3
DNAJA2,0.063001,8.6762e-4,5.911230261180016e-4,0.53864,0.88489,0.711765,1.6378065923503793,3,4
ZNF679,0.013658,0.12132,0.01226627777021107,0.72191,0.70019,0.71105,1.6369950961252688,3,2
DARS2,0.05392,0.072161,0.025482067916709525,0.62715,0.79329,0.7102200000000001,1.6360535837985428,3,2
ARFIP1,0.27515,0.015974,0.028249265300403413,0.33422,1.0847,0.70946,1.6351919510630935,2,3
BCS1L,0.19503,0.0092675,0.013222952032791732,0.43562,0.98323,0.709425,1.6351522815401203,3,3
TAF6L,0.010234,0.12736,0.009961613085858757,0.72691,0.69179,0.7093499999999999,1.6350672786600908,2,2
H2AFZ,0.0062777,0.058246,0.0032593506245842015,0.8173,0.59815,0.7077249999999999,1.63322663427701,3,2
SDHD,0.31826,0.008981,0.019600832307058724,0.2298,1.1822,0.706,1.6312749866780194,2,3
TRRAP,0.18473,0.0046339,0.006902277311146249,0.25388,1.1568,0.7053400000000001,1.6305288863388518,2,3
PPIAL4C,0.095386,0.016161,0.01152292605731938,0.50368,0.90371,0.703695,1.6286707726328409,2,3
AP1M1,0.0018706,0.15391,0.002635152136637946,0.78111,0.62393,0.70252,1.6273448451045243,4,2
REM2,0.023312,0.088873,0.01487419697883633,0.80153,0.59961,0.7005699999999999,1.625146751443726,4,2
SETD1A,0.0085306,0.16582,0.010695294318042682,0.75856,0.63733,0.697945,1.6221924669778327,3,2
RPP30,0.11986,0.069549,0.04824254930908493,0.65786,0.73325,0.6955549999999999,1.61950733237593,3,2
TREM1,0.35134,0.0058587,0.014791277990875729,0.12118,1.2659,0.69354,1.6172469590287948,2,3
SLBP,0.01818,0.042385,0.006294231918961429,0.7062,0.67483,0.690515,1.6138595163503127,3,2
SCFD1,0.19876,0.0010299,0.0019434394851992691,0.17025,1.2107,0.6904750000000001,1.6138147712836708,2,2
PAGR1,0.44683,0.0036941,0.012225583392626716,0.11373,1.2661,0.6899150000000001,1.6131884705958799,2,3
RPS15A,0.20468,0.0080274,0.012176962481606934,0.36758,1.0104,0.68899,1.6121544883438246,2,3
SNTN,0.12427,0.012657,0.011725614454726994,0.39513,0.98256,0.6888449999999999,1.6119924647371187,3,2
PRG2,0.33079,0.0028319,0.007468894941984072,0.22674,1.144,0.6853699999999999,1.608114352778722,2,3
TARDBP,0.15203,0.021019,0.02155698711909014,0.34336,1.0227,0.68303,1.6055081626884824,3,3
PSMC1,0.022977,0.039783,0.007310537221777263,0.57549,0.7901,0.682795,1.6052466634245757,2,2
SFI1,0.27129,0.011382,0.02093633094764109,0.22896,1.1366,0.68278,1.6052299734283577,2,3
FANCA,0.039809,0.025898,0.008121237711617624,0.39925,0.96562,0.682435,1.6048461514055457,4,3
NFX1,0.0037814,0.11098,0.00368296195802137,0.77569,0.58731,0.6815,1.6038063994326768,3,2
LSM12,0.029348,0.026487,0.0063428123087803726,0.44705,0.91426,0.680655,1.6028673100443278,4,3
MRPL22,0.063657,0.14243,0.05170856465193096,0.66632,0.69318,0.6797500000000001,1.6018621495690908,3,2
AAGAB,0.16395,0.020668,0.022660252027278095,0.41554,0.94354,0.67954,1.6016289980295273,3,3
GPAA1,9.7752e-4,0.17442,0.0016498818384517386,0.70741,0.64738,0.677395,1.59924946429499,4,2
COX7B,0.10563,0.056012,0.03626844945646775,0.56321,0.79079,0.677,1.5988116607049447,3,2
KBTBD6,0.49713,0.0029084,0.010900365768533994,0.18883,1.1623000000000001,0.6755650000000001,1.5972221674179905,2,3
RPS24,0.14525,4.8812e-4,7.482901789026556e-4,-0.034392,1.3832,0.674404,1.5959373297111212,2,4
SMG8,0.1317,0.012136,0.01188952967301423,0.47141,0.87642,0.673915,1.5953964800603606,3,3
TLK2,0.02491,0.030633,0.006240495011343369,0.62495,0.71304,0.668995,1.5899649914896443,2,3
ATIC,0.0412,0.02749,0.008815215550356277,0.3821,0.95428,0.6681900000000001,1.589078064758301,4,3
TBC1D3H,0.021421,0.16132,0.02304131105896026,0.73538,0.59459,0.6649849999999999,1.5855517878235976,2,2
MRPS30,0.062906,0.072017,0.028980187694492975,0.51594,0.80794,0.66194,1.5822087987884859,3,2
MRPL57,0.42806,0.012046,0.032317879364404827,0.18565,1.1382,0.6619250000000001,1.5821923483204865,2,3
OAZ1,0.10062,0.018237,0.013396848040287545,0.28528,1.0367,0.66099,1.581167273353529,2,3
MRPL10,6.9045e-4,0.097055,7.110365242318331e-4,0.9401,0.378,0.65905,1.5790424978955713,4,2
CWC22,0.24615,0.0029921,0.006049356435329617,0.33764,0.97902,0.65833,1.5782546481305386,3,2
AURKB,0.46511,0.0090662,0.027277016647429108,0.19193,1.1234,0.6576649999999999,1.5775273305342425,2,2
NPIPB9,0.005283,0.11582,0.005139142686426345,0.6226,0.69206,0.65733,1.577161064421998,4,2
Mar-06,0.29773,0.0014808,0.0038474332327172326,0.038432,1.2722,0.655316,1.5749608861453925,2,3
BATF,0.1654,0.014373,0.016740412060874028,0.33921,0.97124,0.655225,1.5748615464259281,3,3
GOLGA6L6,0.20791,0.039258,0.04740769625877718,0.52466,0.78567,0.655165,1.5747960511374333,2,3
EP300,0.14601,0.0081634,0.009216273106397523,0.20281,1.1059,0.654355,1.5739121312900353,2,2
SPATA31A6,0.14659,0.060851,0.05101827614842399,0.45795,0.84855,0.65325,1.5727070900404838,2,2
ZCCHC8,0.029461,0.15806,0.029660103046860897,0.70461,0.60097,0.65279,1.572205715932481,3,2
SSBP1,0.010822,0.011587,0.0012519445556380007,0.76016,0.54297,0.651565,1.5708713143362931,3,2
LRRC37A,0.10495,0.019668,0.014826906135329186,0.60453,0.69353,0.64903,1.568113515816316,3,2
ROMO1,0.060891,0.059622,0.0240277272628724,0.62911,0.66843,0.64877,1.5678309385796763,3,2
CRLS1,0.11911,0.060563,0.042789830384764124,0.45946,0.8348,0.64713,1.566049701536965,3,2
ERAL1,0.020127,0.10146,0.014690320866760056,0.53974,0.75401,0.646875,1.5657729227498758,4,2
OR1Q1,0.47795,0.0030014,0.010826209127201756,-0.0044586,1.2937,0.6446207,1.5633282164665057,2,3
EDC4,0.010498,0.045252,0.004110217646130362,0.54272,0.74639,0.644555,1.5632570244805097,4,2
PAICS,0.10466,0.047014,0.03106965676072374,0.58583,0.70283,0.64433,1.563013240871243,3,2
CHCHD1,0.093938,0.018225,0.012617726938408822,0.37691,0.90973,0.64332,1.5619193916028806,2,3
IKZF4,0.2894,0.0078702,0.016136178487258436,0.1642,1.1219,0.6430499999999999,1.561627106148218,2,3
TMEM104,0.22584,0.033113,0.04408989148441543,0.52509,0.76018,0.642635,1.561177959219567,3,3
AGK,0.019439,0.019937,0.003432055209098431,0.40947,0.87353,0.6415,1.5599502290996772,4,3
SLC25A4,0.099831,0.0097996,0.007757646623931415,0.43863,0.84433,0.64148,1.5599286037475109,3,2
WDR25,0.060469,0.2063,0.06716468184623688,0.67574,0.60576,0.6407499999999999,1.5591394835278531,3,2
MIPEP,0.025284,0.19114,0.03060279429484393,0.58618,0.69457,0.640375,1.558734268767495,2,2
ACTL6A,0.10038,0.020039,0.014500743206130942,0.52906,0.75099,0.6400250000000001,1.5583561633415504,2,2
POLR2L,0.0060107,0.0074445,4.928617684773571e-4,0.72382,0.55573,0.639775,1.5580861441923703,5,3
ATP5G2,0.2345,0.022531,0.03298587256113771,0.33887,0.93818,0.638525,1.5567367500848421,2,2
TFAP4,0.0087453,0.1723,0.011297734140383587,0.76354,0.51301,0.6382749999999999,1.5564670115342827,3,2
PIGT,0.059793,0.10514,0.03815566334796403,0.64158,0.63453,0.638055,1.5562296802717976,3,2
SMEK2,0.073264,0.073472,0.03350576425939489,0.52397,0.7506,0.6372850000000001,1.5553993058009312,2,2
KIAA0430,0.021596,0.0076828,0.0016100688841822009,0.3259,0.94825,0.6370750000000001,1.555172916942888,2,3
RGS13,0.40506,0.0060035,0.01706897049493074,0.25408,1.0199,0.63699,1.5550812927256235,2,3
FASTKD5,0.033946,0.082608,0.01928353106549574,0.69803,0.57534,0.636685,1.5547525679095402,3,2
WBSCR16,0.10141,0.0014921,0.0014822939344238477,0.47063,0.80271,0.6366700000000001,1.5547364029081923,3,2
TXNL4A,0.047518,0.10966,0.0326042151715091,0.70648,0.56337,0.634925,1.5528570210187627,2,2
RPL18A,0.17853,0.10259,0.0915772096870796,0.56162,0.70762,0.63462,1.552528766386014,3,2
AKAP12,0.17915,0.062197,0.06125061226356768,0.4856,0.78199,0.633795,1.5516412121593999,3,2
PSMD14,0.38432,0.040428,0.08024252157181806,0.38891,0.87672,0.632815,1.5505875646461684,2,3
YEATS4,0.029683,0.050403,0.01122815092863587,0.63924,0.62593,0.632585,1.550340383708272,3,2
ARRDC3,0.0065473,0.030174,0.001882626646535194,0.46986,0.7935,0.63168,1.5493681629467018,4,2
PAG1,0.058025,0.011256,0.005443007527098581,0.36209,0.89887,0.6304799999999999,1.5480799705565704,2,3
WDR4,0.047639,0.022441,0.008382519802564012,0.43547,0.82529,0.6303799999999999,1.5479726695486957,2,3
PHLDA1,0.12581,0.0035473,0.0038891804667494693,0.20811,1.0501,0.629105,1.546605233445539,2,2
ELOVL7,0.31146,0.020778,0.0390901879685228,0.34274,0.91523,0.628985,1.5464765957886626,2,2
DCAF7,0.027109,0.15088,0.026582902555716326,0.8628,0.39497,0.628885,1.5463694059144062,3,2
NOB1,0.01523,0.072142,0.008584987058550157,0.80974,0.44616,0.62795,1.545367540010204,3,2
HAUS4,0.035354,0.041831,0.01111604334824036,0.50315,0.75247,0.62781,1.5452175838847781,2,2
WBP2,0.32771,0.013418,0.028259938488613325,0.25074,1.0046,0.62767,1.5450676423104792,2,3
MRPL52,0.0029084,0.020649,6.438099603608908e-4,0.8107,0.44271,0.626705,1.5440345121674344,4,2
DHX38,0.02835,0.20052,0.03507468495658162,0.72059,0.5319,0.6262449999999999,1.5435422787876996,3,2
TRAF4,0.1108,0.010796,0.009244936263912224,0.18657,1.0636,0.6250850000000001,1.5423016913069751,2,3
CNOT11,0.032304,0.12563,0.02640760575077103,0.53478,0.71432,0.6245499999999999,1.5417298598338676,4,2
FKBP9,0.5586,0.0041157,0.016266253475069922,0.19855,1.0445,0.621525,1.5385005932727314,2,2
TMEM199,0.0069844,0.086407,0.0050771111755990505,1.0244,0.21753,0.620965,1.5379035210455592,3,2
CNTF,0.0010638,0.1969,0.0019838098087644144,0.80509,0.43674,0.620915,1.5378502222946822,3,2
ENO3,0.071921,0.012218,0.007062387372796457,0.45789,0.78326,0.620575,1.5374878397721712,3,2
MRPL55,0.1763,0.016722,0.020125416480059468,0.33236,0.90835,0.620355,1.5372534024680944,2,3
TCEB1,0.042966,0.064851,0.01917873447534045,0.41562,0.82064,0.6181300000000001,1.5348843968726904,2,2
S1PR4,0.48818,0.013246,0.03906456287397254,0.10397,1.1279,0.6159349999999999,1.5325509102350243,2,3
